source_id,timestamp,text,n_comment,url
post_8ce0c3d2f56a29e588edb712308caf29,2025-02-18T20:01:00.000000,"โปรดระวัง! มิจฉาชีพส่ง SMS หลอกลวง  
อ้างว่า บัตร M Pass ของท่านครบกำหนดชำระ และเร่งให้ชำระเงิน 
อย่าหลงเชื่อ!! M-PASS ไม่มีนโนบายส่ง SMS แจ้งครบกำหนดชำระค่าบริการ หรือ SMS แนบ Link  
แนะนำ! ให้โทรสอบถาม Call Center 
ลูกค้าธนาคารสามารถสอบถามหรือแจ้งเหตุได้ที่ M-Pass Call Center  โทร. 1586 กด 9 ตลอด 24 ชั่วโมง หรือ โทร. 02-111-1111 กด 108
#Krungthai #กรุงไทย #ทันมุกทุกมิจ #มิจฉาชีพ #เรื่องหลอกให้บอกต่อ",1,https://www.facebook.com/krungthaibank/posts/pfbid0yGPG3WBSiMQBXFA7RH7yhjjwVEHcQ62P1vPQW3rC7G91vXathjtYbTHGKRWoBxbYl
post_1d440f16df4575f2951520a41bd0543f,2025-02-18T16:00:00.000000,"คำถามชวนคิด พาคนไทยฟิตไปด้วยกัน #FinFitGames
กองทุนประเภทใดที่มีความเสี่ยงที่สูงที่สุด?
.
ชวนเพื่อน ๆ เช็กสุขภาพการเงินผ่านเว็บไซต์ FinFit 
 คลิก: https://krungthai.com/link/krungthai-finfit-facebook
.
ร่วมสนุกพร้อมหาคำตอบได้ที่เว็บไซต์ FinFit
มีสิทธิ์รับตั๋วหนัง 10 รางวัล (รางวัลละ 2 ใบ)
.
กติกาการร่วมสนุก :
1. กด Like เพจ Krungthai Care
2. กด Like กิจกรรมนี้
3. กด Share กิจกรรมนี้
4. คอมเมนต์คำตอบที่ถูกต้องใต้โพสต์นี้ (หาคำตอบได้ที่ ‘รู้จัก 8 ประเภทกองทุนรวม’ EP.3 
 คลิก: https://krungthai.com/link/krungthai-finfit-namfern-ep3)
- สามารถส่งร่วมสนุกได้มากกว่า 1 รอบ ยิ่งตอบมาก ยิ่งมีสิทธิ์ลุ้นรับมากกว่า
5. ใส่แฮชแท็ก #กิจกรรมกรุงไทย #FinFitGames
.
 ร่วมกิจกรรมได้ตั้งแต่ วันที่ 18-24 กุมภาพันธ์ 2568
 ประกาศผลวันที่ 28 กุมภาพันธ์ 2568
.
*คำตัดสินของคณะกรรมการถือเป็นที่สิ้นสุด
**เงื่อนไขเป็นไปตามที่ธนาคารฯ กำหนด และขอสงวนสิทธิ์ในการเปลี่ยนแปลงของรางวัลที่มูลค่าเท่ากัน หรือมากกว่า และการเปลี่ยนแปลงเงื่อนไขใด ๆ โดยไม่ต้องแจ้งให้ทราบล่วงหน้า
.
#Krungthai #กรุงไทย #FinFit #การเงินฟิตชีวิตแข็งแรง",299,https://www.facebook.com/krungthaibank/posts/pfbid02aLy9hCtkEpD9B7R27hJDHMxamgqJACn2fcmw4eRrjAn726oPMDu3pCGf5cPeQzbnl
post_680d51aa0d29386ffadcb7a36deda677,2025-02-02T08:00:00.000000,"รับ 1 วายุคอยน์ เพียงเติมเงิน จ่ายบิลมือถือ ขั้นต่ำ 100 บาท
ผ่าน Krungthai NEXT ลุ้นรับของรางวัลรวมมูลค่ากว่า 7 ล้านบาท*
เติมเงินนับเฉพาะรายการโทรศัพท์มือถือ และแพ็กเกจเสริม ขั้นต่ำ 100 บาท/รายการ
จ่ายบิลนับทุกรายการในเมนูยอดนิยม ขั้นต่ำ 100 บาท/รายการ
รับ 1 วายุคอยน์/รายการ  สูงสุด 3 คอยน์/เดือน
นำคอยน์ไปแลกรับคูปองส่วนลด หรือแลกสิทธิ์ลุ้นรับรางวัลใหญ่ เช่น ทริปฮ่องกงสายมู, iPhone 16 Pro, ตั๋วเครื่องบินไป-กลับญี่ปุ่น, รถจักรยานยนต์ และอีกมากมาย*
ดูรายละเอียดกิจกรรมล่าคอยน์ สอยรางวัลที่ https://info.krungthai.com/Ds5Z
ตั้งแต่วันที่ 22 ม.ค. 68 - 30 เม.ย. 68
*สำหรับการแลกสิทธิ์ลุ้นรับของรางวัลจะจับรางวัลจำนวน 2 ครั้ง ณ โรงแรมวิลล่า บารอน โดยจับรางวัลครั้งที่ 1 วันที่ 24 มี.ค. 2568 (เฉพาะรางวัลทริปไหว้พระฮ่องกง 3 วัน 2 คืน กับอาจารย์คฑา ชินบัญชร จำนวน 2 ที่นั่ง มูลค่า 103,041 บาท จำนวน 10 รางวัลเท่านั้น) และจับรางวัลครั้งที่ 2 วันที่ 14 พ.ค. 2568 | ศึกษาข้อมูลและรายละเอียดการจับรางวัลเพิ่มเติมที่ https://krungthai.com/link/coinmaster2025
#กรุงไทย #NEXT #KrungthaiNEXT #ล่าคอยน์สอยรางวัล #krungthai",113,https://www.facebook.com/krungthaibank/posts/pfbid02uBQ1tVWLicL34utNoAVfpkU7GYH4WzkYDjabMHAeAcc6j2zFQhTNS3ja4yEkYyfWl
post_5bb2935754747b3afca8f4aa8c48adf7,2025-02-01T18:32:00.000000,"ยกให้เป็นบัตรใบโปรด สำหรับคนที่ชอบเที่ยว พร้อมประโยชน์มากมาย คลิกเลย!
สมัครเลยที่แอป Krungthai NEXT:
https://krungthainext.onelink.me/pfZZ/y4evdprn
*เงื่อนไขเป็นไปตามที่ทางธนาคารกำหนด
#เอกสิทธิ์แห่งประสบการณ์ที่เหนือกว่าเดิม
#KrungthaiTravelDebitCard #KrungthaiTravelCard #krungthai #กรุงไทย",45,https://www.facebook.com/krungthaibank/posts/pfbid02cbUXadSXUoQQzzJRbbgfYT2V5MeWyMVVs7Js1dgKAzVxvLjqJyj7NgBZ9uVRjwcXl
post_c8c43d887787c42befff2fd0f4db5a4d,2025-01-31T12:00:00.000000,"บริษัท ศรีตรังแอโกรอินดัสทรี จำกัด (มหาชน)
World’s Leading Fully Integrated Green Rubber Company
เตรียมเสนอขายหุ้นกู้ ชนิดระบุชื่อผู้ถือ ประเภทไม่ด้อยสิทธิ ไม่มีประกัน และมีผู้แทนผู้ถือหุ้นกู้
อันดับความน่าเชื่อถือของผู้ออกหุ้นกู้และหุ้นกู้ “A-” แนวโน้ม “คงที่” 
โดยบริษัท ทริสเรทติ้ง จำกัด เมื่อวันที่ 25 พฤศจิกายน 2567
หุ้นกู้ ชุดที่ 1 อายุ 3 ปี อัตราดอกเบี้ย 3.40% ต่อปี
หุ้นกู้ ชุดที่ 2 อายุ 5 ปี อัตราดอกเบี้ย 3.70% ต่อปี
หุ้นกู้ ชุดที่ 3 อายุ 8 ปี อัตราดอกเบี้ย 3.85% ต่อปี
หุ้นกู้ ชุดที่ 4 อายุ  10 ปี อัตราดอกเบี้ย 4.00% ต่อปี
ชำระดอกเบี้ยทุก ๆ 6 เดือน
เสนอขายประชาชนเป็นการทั่วไป 
(โดยให้บุคคลธรรมดาที่เป็นผู้ลงทุนสถาบันจองซื้อในฐานะผู้ลงทุนทั่วไปเท่านั้น)
สำหรับผู้ลงทุนทั่วไปเสนอขายหน่วยละ 1,000 บาท 
จองซื้อขั้นต่ำ 100,000 บาท และทวีคูณครั้งละ 100,000 บาท
เปิดจองซื้อระหว่างวันที่ 31 มกราคม และ 3 - 4 กุมภาพันธ์ พ.ศ. 2568
จองซื้อได้ทุกวันผ่าน Money Connect บนแอป Krungthai Next หรือ 
ผ่านธนาคารกรุงไทย ทุกสาขาในวันและเวลาทำการ
สอบถามรายละอียดเพิ่มเติม โทร 02-111-1111
รายละเอียดเพิ่มเติม https://krungthai.com/link/bond-sta-2568-fb
คำเตือน: การลงทุนมีความเสี่ยง ผู้ลงทุนควรศึกษาและทำความเข้าใจลักษณะสินค้า เงื่อนไขผลตอบแทน และความเสี่ยงก่อนตัดสินใจลงทุน ทั้งนี้ ผู้ลงทุนสามารถศึกษารายละเอียดได้จากแบบแสดงรายการข้อมูลและร่างหนังสือชี้ชวนที่ www.sec.or.th
หมายเหตุ: ไม่เสนอขายให้กับผู้เยาว์ การจัดสรรขึ้นอยู่กับดุลยพินิจของผู้จัดการการจัดจำหน่ายหุ้นกู้ เงื่อนไขการจัดจำหน่ายเป็นไปตามที่กำหนดในหนังสือชี้ชวน",60,https://www.facebook.com/krungthaibank/posts/pfbid02Ahj7CWSXdTRi1BfZJHi3aieie2WwXtgm2psJBYEvHJSwJVCfz8UNkhHcwo5jbe7ul
post_59c59e179dcb245b03fc1f9791600020,2025-01-29T07:00:00.000000,Happy Chinese New Year 2025 ,19,https://www.facebook.com/krungthaibank/videos/2488601888152252/
post_b88422490956c6f61aef69575282ca35,2025-01-28T20:23:00.000000,"หุ้นกู้ดิจิทัลบางจาก เริ่มต้นลงทุนเพียง 10,000 บาท 
ผ่านวอลเล็ตซื้อขายหุ้นกู้บนแอปฯ เป๋าตัง 
อันดับความน่าเชื่อถือของหุ้นกู้ “A+” แนวโน้ม “Stable” 
โดย บริษัท ทริสเรทติ้ง จำกัด เมื่อวันที่ 10 มกราคม พ.ศ. 2568
ลงทะเบียนวอลเล็ตซื้อขายหุ้นกู้ : ตั้งแต่วันนี้เป็นต้นไป
- อัตราคงที่ 3.15% ต่อปี
- หุ้นกู้อายุ 4 ปี  
- จ่ายดอกเบี้ยทุก 6 เดือน
เปิดจองซื้อช่วงที่ 1 : ผู้ถือหุ้นกู้ BCP26OA และ/หรือ ผู้ถือหุ้นกู้ BCP26NB 
ตั้งแต่ 08.30 น. ของวันที่  7 ก.พ. 68  จนกว่าจะมีผู้จองซื้อหุ้นกู้เต็มจำนวนที่เสนอขายในช่วงที่ 1 แล้ว ทั้งนี้จะไม่เกิน 15.00 น. ของวันที่ 10  ก.พ. 68
เปิดจองซื้อช่วงที่ 2 : ผู้ลงทุนทั่วไป
ตั้งแต่ 08.30 น. ของวันที่ 11 ก.พ. 68 จนกว่าจะมีผู้จองซื้อหุ้นกู้เต็มจำนวนที่เสนอขายแล้ว ทั้งนี้จะไม่เกิน 15.00 น. ของวันที่วันที่ 13 ก.พ. 68
เสนอขายต่อประชาชนทั่วไป ราคาเสนอขายหน่วยละ 1,000 บาท จองซื้อขั้นต่ำ 10,000 บาท 
ทวีคูณครั้งละ 10,000 บาท สูงสุดไม่เกิน 50,000,000 บาท
สอบถามรายละอียดเพิ่มเติมได้ที่ Krungthai Contact Center โทร 02-111-1111 หรือ ธนาคารกรุงไทย ทุกสาขา
คำเตือน: การลงทุนมีความเสี่ยง ผู้ลงทุนควรศึกษาและทำความเข้าใจลักษณะสินค้า เงื่อนไขผลตอบแทน และความเสี่ยงก่อนตัดสินใจลงทุน ทั้งนี้ ผู้ลงทุนสามารถศึกษารายละเอียดได้จากแบบแสดงรายการข้อมูลและร่างหนังสือชี้ชวนที่ www.sec.or.th
หมายเหตุ: การจัดสรรเป็นแบบ First Come First Serve รายละเอียดเป็นไปตามเงื่อนไขการจัดจำหน่ายที่กำหนดในร่างหนังสือชี้ชวน
#krungthai #กรุงไทย",0,https://www.facebook.com/krungthaibank/posts/pfbid07veGU2kDZ8uUrPicNa6cHFMbMd1qw3LH4kTLJkaGc3Gr4oS8KF84rtgPUhBMHTyEl
post_06aacf76a84ff703e735ebd6431ce6b4,2025-01-28T18:30:00.000000,"เช็คด่วน!
3 สัญญาณนี้ บอกว่าคุณกำลังจ่ายหนี้ไม่ไหว
รูดบัตรหนักแต่จ่ายขั้นต่ำ
หนี้เริ่มค้างจ่าย ไม่ตรงเวลา
ต้องหยิบยืมเงินเพื่อเอามาโปะหนี้
เจอสถานการณ์แบบนี้ อย่าปล่อยนาน!
ดูวิธีแก้ไขได้ที่นี่",259,https://www.facebook.com/krungthaibank/posts/pfbid0k7szjiG6g6ZbK4jFGvEZp2B7LzKVKMJqdCseNuTjJLs28kd3bZNcbZjXs4SQ4n5yl
post_13ed2791ba730e14a7d0bb6143249c56,2025-01-28T08:00:00.000000,"ตรุษจีน 2568 ปีมะเส็ง 
เสริมพลังธาตุไฟ ถวายแสงสว่าง
เสริมสติปัญญา รับบารมี เป็นมงคลตลอดปี ตลอดไป
ทำบุญผ่านกรุงไทยเติมบุญ e-Donation
ด้วยแอปฯ Krungthai NEXT แอปฯเป่าตัง และแอปพลิเคชันได้ทุกธนาคาร
สามารถลดหย่อนภาษีได้ทันที ไม่ต้องเก็บใบอนุโมทนาให้วุ่นวาย
พร้อมยกวัดจีนสุดนิยมในไทย มาไว้ให้ร่วมบุญและอธิษฐานได้ง่ายๆ
 ถวายโคมจีน วัดมังกรกมลาวาส กรุงเทพ
 ถวายเทียนใหญ่ วัดจีนประชาสโมสร ฉะเชิงเทรา
 ถวายน้ำมันตะเกียง วัดโพธิทัตตาราม ชลบุรี
รายละเอียดเพิ่มเติม https://krungthai.com/link/termboon-cny2025-fb
เงื่อนไขเป็นไปตามที่ธนาคารกำหนด
เป็นความเชื่อส่วนบุคคล โปรดใช้วิจารณญาณ
#กรุงไทยเติมบุญ #กรุงไทย #Krungthai",147,https://www.facebook.com/krungthaibank/posts/pfbid03EpTEMa516hoMKh1B4iaS6zgk7Np2NPvjP48VALJvgwfweMtB5KDTHkcaenHp7g2l
post_e65cebd4814d4d1abf9ba2d4950c7cca,2025-01-27T22:00:00.000000,"ประกาศรายชื่อผู้โชคดีกิจกรรม ฉลองคนไทยเช็กสุขภาพการเงินทะลุเป้ามากกว่า 15,000 คน #FinFitGames
เมื่อวันที่ 17-23 มกราคม 2568 ทาง Krungthai Care Facebook Fanpage
https://www.facebook.com/watch/?v=1340587904055420
ผู้โชคดีได้รับบัตรโลตัส มูลค่า 300 บาท 25 รางวัล (ตอบถูกต้องตามกติกา) ได้แก่
1 Sureeporn Sangthongpradit
2 Kannika Puendonkeng
3 Weera Aksorn
4 Mamaa Pimm
5 Kristt Suu
6 Better GoodWell
7 Mana HopeRichy
8 Thitipong Udsawapaitoon
9 นันทอรุณ สุรัตน์
10 BlackCoff Indy
11 จิราภัทร มารังษี
12 Ruksamee Angel
13 Himm Indyy
14 Moomalee MeechokYai
15 Napat Nongphim Sirinai
16 Skymoon Love
17 Namthip Wankajee
18 Wangyen Bamak
19 Chailai Lucky
20 ชีวิตดีดี๊มีสุข หยุดที่กาแฟยกล้อ
21 น้ำฟ้า ลาภมหาศาล
22 Rubyy Romanz
23 Mint MintHappy
24 Patana Happyy
25 Jaja Chanok
ยืนยันสิทธิ์คลิก: https://forms.gle/nN2DxxEXET2HNH8d8
ยืนยันสิทธิ์ได้ตั้งแต่ 27-31 ม.ค. 68
(หากไม่ยืนยันสิทธิ์ตามระยะเวลาที่กำหนดขอให้ถือว่าสละสิทธิ์)
*ข้อมูลที่กรอกและกดส่ง ธนาคารฯ จะใช้เพื่อจัดส่งของรางวัลให้แก่ผู้โชคดีที่ได้ร่วมกิจกรรมนี้เท่านั้น
เงื่อนไข
การตัดสินของธนาคารถือเป็นที่สิ้นสุด
เงื่อนไขเป็นไปตามที่ธนาคารกำหนด
ของรางวัลไม่สามารถเปลี่ยนเป็นเงินสดหรือแทนของรางวัลอื่นๆ ได้
ดำเนินการจัดส่งของรางวัลภายใน 45 วัน หลังวันที่สิ้นสุดการยืนยันสิทธิ
และจะดำเนินการจัดส่งของรางวัล ทุกวันที่ 15 ของเดือนถัดไป
สงวนสิทธิ์สำหรับผู้ที่ติดตาม Facebook Krungthai Care เท่านั้น
ขอสงวนสิทธิ์ไม่ส่งของรางวัลกลับไปซ้ำ
#Krungthai #กรุงไทย #กิจกรรม",28,https://www.facebook.com/krungthaibank/posts/pfbid0LYMKFuUDdfBu1WQFEvhW2NyzboM3q1rzpvw2uGNapBKNmZCct943NcoudEWGHyB8l
post_b9b4c27d27f2ff7524211d0c94ad85c9,2025-01-27T20:30:00.000000,"ตรุษจีนนี้ 
 เก็บอั่งเป่าส่วนลดและจองทริปกับ Gother ผ่าน Krungthai NEXT หรือเป๋าตัง รับส่วนลดตั่วตั่วไก๊สูงสุด 10,000* บาท ทั้งยังมี 
แฟลชวอยเชอร์ ลด 25% สูงสุด 888 บาท เมื่อจองตั๋วเครื่องบินขั้นต่ำ 2,000 บาท (เติมสิทธิ์ทุกวัน เวลา 11.00 น.)
ส่วนลดโรงแรม 8% สูงสุด 500 บาท เมื่อจองขั้นต่ำ 3,000 บาท
ส่วนลดกิจกรรม 100 บาท เมื่อจองขั้นต่ำ 1,800 บาท
ส่วนลดรถเช่า 10% สูงสุด 300 บาท เมื่อจองขั้นต่ำ 2,000 บาท
และส่วนลดอื่นๆอีกมากมายจำนวนสิทธิ์รวม 2,217 สิทธิ์ 
ตั้งแต่วันที่ 25 ม.ค. 68 – 31 ม.ค. 68 
เก็บโค้ดและจองเลย
จองผ่านมือถือผ่านแอปพลิเคชั่น Krungthai NEXT เพื่อรับส่วนลดที่มากกว่า : https://www.gother.com/.../cny-pay-day-with-krungthai...
จองผ่านเว็บไซต์:  https://www.gother.com/.../pro.../cny-pay-day-with-krungthai
*จำกัด 1 สิทธิ์/ท่าน ตลอดระยะเวลาส่งเสริมการขาย | เงื่อนไขเป็นไปตามที่ธนาคาร และบริษัทกำหนด | รายการส่งเสริมการขายนี้เป็นรายการที่จัดจำหน่ายโดย Gother
#KTB #KrungthaiNEXT #Paotang #กรุงไทย #Gother #travel #krungthai",7,https://www.facebook.com/krungthaibank/posts/pfbid033pTHdZsRv6eVtFkaeq3Getp1dDxazEHQhfDgMufCscUCbuuKo95x8n2aN3FS4Gnsl
post_18965a5cc89b3402acf8a6df8a25ad14,2025-01-27T08:00:00.000000,"เสริมมงคล รับตรุษจีน! 
เทพ “มังกรสวรรค์”สัญลักษณ์แห่งความเจริญรุ่งเรือง อำนาจวาสนา
พกบัตรเดบิตกรุงไทย มังกรสวรรค์ อุ่นใจทุกย่างก้าว 
คุ้มครองอุบัติเหตุครบ... จบในบัตรเดียว
 ความคุ้มครองอุบัติเหตุ 24 ชั่วโมงทั่วโลก สูงสุด 1 ล้านบาท*
 ค่ารักษาพยาบาลจากอุบัติเหตุ สูงสุด 20,000 บาท/ครั้ง* โดยไม่ต้องสำรองจ่าย ไม่จำกัดจำนวนครั้ง
 บริการช่วยเหลือรถเสียฉุกเฉิน
สนใจสมัครบัตรฯ ได้ที่ธนาคารกรุงไทย สาขาที่ร่วมรายการ
รายละเอียดเพิ่มเติม ที่ > https://krungthai.com/link/nakhonsawandebit-facebook
เงื่อนไขเป็นไปตามที่ธนาคารกำหนด | สำหรับบัตรที่สมัคร ตั้งแต่วันที่ 1 ม.ค. 68 เป็นต้นไป รับประกันภัยโดย บมจ.กรุงไทยพานิชประกันภัย I ผู้ซื้อควรทำความเข้าใจในรายละเอียดความคุ้มครองและเงื่อนไข ก่อนตัดสินใจทำประกันภัยทุกครั้ง | ธนาคารเป็นเพียงนายหน้าผู้ชี้ช่องให้ทำประกันภัยเท่านั้น | เป็นความเชื่อส่วนบุคคล โปรดใช้วิจารณญาณ
#กรุงไทย #Krungthai #บัตรเดบิตกรุงไทย #KrungthaiDebitCard #บัตรเดบิตกรุงไทยสายมู",178,https://www.facebook.com/krungthaibank/posts/pfbid02D9haHDEeMHkpySgBeTQT3W87hGxpUmNAY6hc6TVWrqKbdaMp4E9fcXVCFRcnGd24l
post_06a304628c785fdfd54d363ed09ad61b,2025-01-26T20:30:00.000000,"บิลที่เธอลืมจ่าย จ่ายคุ้มง่ายๆ ที่ #เป๋าตังเปย์
รวมบิลมาให้คุ้ม จ่ายผ่านเป๋าตังเปย์ หรือบัญชีกรุงไทยที่ผูกกับแอปเป๋าตัง 
พิเศษ 3 วัน (27-29 มกราคม 2568) รับส่วนลดจ่ายบิล 30 บาท*
สมัครเป๋าตังเปย์ แล้วไปจ่ายบิลคุ้มๆกันเลย
 https://krungthai.com/link/ptp-promo-angpao-jan25 
.
 เฉพาะวันที่ 27 ม.ค. 68 - 29 ม.ค. 68 เท่านั้น
*สำหรับลูกค้าเป๋าตังที่ทำรายการชำระบิลกับผู้ให้บริการที่ร่วมรายการ (Biller) ที่แสดงอยู่ในหน้าเมนู 'จ่ายบิล' บนแอปพลิเคชันเป๋าตัง โดยมียอดชำระขั้นต่ำตั้งแต่ 100 บาทขึ้นไป 
• จำกัด 1 สิทธิ์/คน และจำกัด 1,000 สิทธิ์แรก/วัน รวม 3,000 สิทธิ์ ตลอดระยะเวลารายการส่งเสริมการขาย 
• เงื่อนไขเป็นไปตามที่ธนาคารกำหนด
.
#เป๋าตังเปย์ #แอปเป๋าตัง #จ่ายบิล #krungthai #กรุงไทย",11,https://www.facebook.com/krungthaibank/posts/pfbid02qCRDFrF1DW1fzPcSsPgnrZXbxjMtvS6McYuKWKxhzfiFmhx1hPQyModPnCmwCiPgl
post_81c020c6977dc6125e17b85db8a7d58e,2025-01-26T19:08:00.000000,"ตรุษจีนปีนี้ ให้ความมั่งคั่งถูกส่งต่อ 
ด้วยประกันชีวิต WealthReady 99/5
- จ่ายเบี้ยฯ สั้นเพียง 5 ปี
- รับเงินคืนทุกปี สูงสุด 5% ต่อปี* 
- คุ้มครองชีวิตสูงสุด 1000%*
- ลดหย่อนภาษีสูงสุดถึง 100,000 บาทต่อปี**
- สมัครง่าย ไม่ต้องตรวจสุขภาพ เพียงตอบคำถามสุขภาพ
รายละเอียดเพิ่มเติม : https://krungthai.com/link/wealthready-fb
ซื้อได้ที่ธนาคารกรุงไทยทุกสาขา
หมายเหตุ:
 *ของจำนวนเงินเอาประกันภัย | **ตามเงื่อนไขของกรมสรรพากร | ธนาคารเป็นเพียงนายหน้าประกันชีวิตผู้ชี้ช่องให้ทำประกันชีวิตเท่านั้น | รับประกันชีวิตโดย บริษัท กรุงไทย-แอกซ่า ประกันชีวิต จำกัด (มหาชน) | ผู้ซื้อควรทำความเข้าใจในรายละเอียดความคุ้มครองและเงื่อนไขก่อนตัดสินใจทำประกันชีวิตทุกครั้ง โดยผลประโยชน์ ความคุ้มครองและข้อยกเว้น เป็นไปตามเงื่อนไขที่ระบุไว้ในกรมธรรม์ โปรดศึกษารายละเอียดเพิ่มเติมในกรมธรรม์",113,https://www.facebook.com/krungthaibank/posts/pfbid02Yp586EYCYbZ3LKdoi3Xu1y8nFcyC3Aa6nCjXs6LisGLkyf9FdkSUPBKd135Fzv2Gl
post_38217dfc1bbe9926f6ff9555ffd685d4,2025-01-26T12:00:00.000000,"โชคดีมีชัย ต้อนรับตรุษจีนนี้ 
ลงทุนในหุ้นจีนง่ายๆ ผ่าน DR80 จากกรุงไทย 
กับโอกาสการลงทุนในหุ้นชั้นนำอย่าง Alibaba (BABA80), Baidu (BIDU80), Xiaomi (XIAOMI80) และอีกมากมาย
โดยนักลงทุนสามารถอ่านบทวิเคราะห์เพิ่มเติมก่อนการตัดสินใจลงทุนได้ที่ https://www.settrade.com/th/research/analyst-research/main
หรืออ่านรายละเอียดเกี่ยวกับ DR80 : https://krungthai.com/link/dr-fb
เริ่มต้นปีใหม่แบบปังๆ ด้วยการลงทุนหุ้นนอกบนกระดานหุ้นไทย ด้วย DR80 จากกรุงไทย
คำเตือน: การลงทุนมีความเสี่ยง ผู้ลงทุนควรทำความเข้าใจลักษณะ เงื่อนไขและความเสี่ยงต่าง ๆ ของตราสารแสดงสิทธิในหลักทรัพย์ต่างประเทศก่อนการตัดสินใจลงทุน เช่น ความเสี่ยงจากความผันผวนของราคาหลักทรัพย์ต่างประเทศ และ ความเสี่ยงจากความผันผวนของอัตราแลกเปลี่ยนต่างประเทศ เป็นต้น ทั้งนี้ ผู้ที่สนใจสามารถศึกษารายละเอียดเพิ่มเติมจากหนังสือชี้ชวนได้ที่เว็บไซต์ของสำนักงาน ก.ล.ต. www.sec.or.th
#krungthai #กรุงไทย #ตรุษจีน #DR80 #DR #หุ้นจีน #ลงทุนหุ้นนอก",98,https://www.facebook.com/krungthaibank/posts/pfbid0QmREGh6UtexoxFyMjStbM63uNxjSvB6dh4T2G8BkWqw4bj3syETnjdEhaQzr9W52l
post_f6e4fea1f9ca0c1edbd19f1b2d7b264d,2025-01-26T10:02:00.000000,"สถานการณ์ฝุ่น PM2.5 ยังน่ากังวล เพื่อความสุขภาพแนะนำอยู่บ้าน/ WFH ลดสัมผัสฝุ่น 
แต่ถ้าจำเป็นต้องออกข้างนอก ต้องเลือกหน้ากากให้ถูกต้องนะคะ ด้วยความห่วงใยค่ะ 
ขอบคุณข้อมูลดี ๆ จาก กรมควบคุมโรค 
#Krungthai #กรุงไทย #ฝุ่นกรุงเทพ #ฝุ่นPM25",2,https://www.facebook.com/krungthaibank/posts/pfbid0NwV4x716NcQGVvb2akatZev3ri8U6uHbVe9Xe6vPMDue4Jv7ho58zNb28WzR779dl
post_76fcae342ab335eed20fbb78091497e8,2025-01-26T08:00:00.000000,"Krungthai CIO Forum 2025 : Reshaping Investment Paradigm 
เจาะลึกทิศทางเศรษฐกิจไทย เปิดโลกทัศน์ใหม่การลงทุน พร้อม กลยุทธ์สร้างผลตอบแทน สู่ความมั่นคงทางการเงิน    
คุณผยง ศรีวณิช กรรมการผู้จัดการใหญ่ ธนาคารกรุงไทย ให้เกียรติขึ้นกล่าวต้อนรับลูกค้า Krungthai Private Banking นำเสนอวิสัยทัศน์ด้านการเงิน พร้อมกลยุทธ์ช่วยเหลือลูกค้ากลุ่มเปราะบาง พร้อมทั้งการเตรียมตัวที่ประเทศไทยจะต้องเผชิญกับความท้าทายที่รุนแรงยิ่งขึ้น การให้ความสำคัญกับการปรับตัว และความพร้อมที่จะพัฒนากลยุทธ์ และผลิตภัณฑ์การลงทุนใหม่ๆ ท่ามกลางทิศทางเศรษฐกิจ และโลกการลงทุนที่เปลี่ยนไป เพื่อตอบสนองความต้องการของลูกค้าในทุกมิติของการลงทุน
ในการจัดงาน Krungthai CIO Forum 2025 : Reshaping Investment Paradigm  ทีมกลยุทธ์การลงทุน Krungthai CIO ได้จัดงานเพื่อเปิดมุมมองภายรวมของปี 2025 ด้านเศรษฐกิจ และการลงทุนแบบเจาะลึก ทั้ง ทิศทางการเติบโตของเศรษฐกิจไทย  ความท้าทายจากสถานการณ์การค้าโลก และพัฒนาการของเทคโนโลยี AI พร้อมกลยุทธ์การจัดพอร์ตลงทุน สร้างความมั่นคงทางการเงิน ประกอบด้วย 
Session 1 : Thai Economic Outlook 2025 : How can we smooth out through global headwind
โดยคุณดนุชา พิชยนันท์ เลขาธิการสภาพัฒนาการเศรษฐกิจและสังคมแห่งชาติ
Session 2 : The second edition of Trade War : From Trade war to Tech war and the impact on global economy
ดร.อาร์ม ตั้งนิรันดร ผู้อำนวยการศูนย์จีนศึกษา สถาบันเอเชียศึกษา จุฬาลงกรณ์มหาวิทยาลัย
ด้าน ดร.มานะ นิมิตรวานิช ผู้อำนวยการฝ่าย Chief Investment Office ธนาคารกรุงไทย 
Session 3 : AI : The invent of AI in the investment world
ดร.ณภัทร จาตุศรีพิทักษ์ กรรมการผู้จัดการ ViaLink และ Siametrics Consulting
Session 4 :  2025 Investment Outlook : Chasing Conviction in the uncertainty world
คุณประมุข มาลาสิทธิ์ Head of Chief Investment Office ธนาคารกรุงไทย และ  Mr. Matthew Quaife Global Head of Multi Asset Investment Management จาก Fidelity
นอกจากงานนี้ ทีมกลยุทธ์การลงทุน Krungthai CIO ช่วยผู้ลงทุนวางแผนและปรับตัวต่อสถานการณ์เศรษฐกิจโลกที่เปลี่ยนแปลงรวดเร็ว ยังมีบทวิเคราะห์ เพื่อเสริมสร้างความมั่นคงของพอร์ตลงทุนอย่างยั่งยืน เพื่อลูกค้าของธนาคารต่อไป
#ทีมกลยุทธ์การลงทุน #KrungthaiCIO #KrungthaiCIOForum  #InvestmentParadigm #Krungthai #เศรษฐกิจการลงทุน",39,https://www.facebook.com/krungthaibank/posts/pfbid02aNcASFDNAPv6mCb9krN4WWNmdbn5WDYzjMmq1DxJcQYm2tXYtN9S4Rq3Ynrz3N3jl
